Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Tenure_Years,Performance_Level
EMP1355,Bob,Davis,30.0,Admin-Illinois,Pending,2021-01-03,97719.88,bob.davis@example.com,-8955296385,Excellent,0,Admin,Illinois,5.5,4
EMP1356,Heidi,Johnson,30.0,Finance-California,Pending,2020-05-21,107327.59,heidi.johnson@example.com,-3960962625,Poor,0,Finance,California,6.12,1
EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,2021-05-10,67687.72,grace.garcia@example.com,-5826312818,Excellent,1,Admin,Nevada,5.15,4
EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,2022-09-08,90757.08,grace.smith@example.com,-6482531105,Good,1,Cloud Tech,Florida,3.82,3
EMP1359,Grace,Williams,30.0,Cloud Tech-California,Pending,2024-07-21,87583.42,grace.williams@example.com,-920981959,Good,0,Cloud Tech,California,1.95,3
EMP1360,Bob,Brown,25.0,Admin-Nevada,Pending,2021-12-28,61643.69,bob.brown@example.com,-2752334382,Good,1,Admin,Nevada,4.51,3
EMP1361,Grace,Smith,35.0,Finance-Texas,Active,2020-07-20,68111.69,grace.smith@example.com,-6404120910,Poor,0,Finance,Texas,5.95,1
EMP1362,David,Smith,40.0,HR-Florida,Inactive,2024-04-30,97568.88,david.smith@example.com,-7911244210,Average,1,HR,Florida,2.18,2
EMP1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,2021-08-28,79118.28,charlie.johnson@example.com,-7536170616,Poor,1,Cloud Tech,Florida,4.85,1
EMP1364,Bob,Davis,30.0,HR-California,Inactive,2022-07-21,104898.9,bob.davis@example.com,-1366572239,Excellent,1,HR,California,3.95,4
EMP1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,2023-11-27,81671.3,frank.davis@example.com,-2990155798,Poor,1,Cloud Tech,Florida,2.6,1
EMP1366,Alice,Miller,25.0,Cloud Tech-California,Pending,2020-08-11,97399.75,alice.miller@example.com,-8028413907,Excellent,0,Cloud Tech,California,5.89,4
EMP1367,David,Johnson,30.0,Admin-Illinois,Active,2021-11-08,89189.43,david.johnson@example.com,-882351304,Poor,1,Admin,Illinois,4.65,1
EMP1368,David,Williams,40.0,DevOps-New York,Active,2023-08-04,96011.55,david.williams@example.com,-2312447314,Average,1,DevOps,New York,2.92,2
EMP1369,David,Davis,40.0,Sales-Florida,Inactive,2020-01-10,99331.49,david.davis@example.com,-8477686341,Excellent,0,Sales,Florida,6.48,4
EMP1370,Bob,Brown,30.0,Cloud Tech-Illinois,Active,2022-01-19,72818.94,bob.brown@example.com,-3461994236,Good,1,Cloud Tech,Illinois,4.45,3
EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,2023-05-07,77204.75,eva.garcia@example.com,-6769459195,Good,1,Sales,Nevada,3.16,3
EMP1372,Bob,Johnson,35.0,HR-Florida,Pending,2020-12-19,106961.68,bob.johnson@example.com,-6395517207,Poor,0,HR,Florida,5.54,1
EMP1373,Eva,Garcia,30.0,Sales-Texas,Pending,2020-10-01,71923.0,eva.garcia@example.com,-4964985600,Good,1,Sales,Texas,5.75,3
EMP1374,Bob,Smith,30.0,HR-Nevada,Active,2022-11-12,77192.43,bob.smith@example.com,-2562531354,Excellent,0,HR,Nevada,3.64,4
EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,2023-01-05,98540.3,grace.brown@example.com,-2510505378,Good,0,Admin,Florida,3.49,3
EMP1376,Charlie,Brown,30.0,Admin-Florida,Inactive,2020-10-14,63096.9,charlie.brown@example.com,-5381649382,Average,0,Admin,Florida,5.72,2
EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2021-02-03,107065.12,alice.smith@example.com,-1849196654,Average,0,Cloud Tech,Florida,5.41,2
EMP1378,Heidi,Johnson,40.0,DevOps-Florida,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,-3307704610,Poor,1,DevOps,Florida,2.52,1
EMP1379,Bob,Smith,30.0,Cloud Tech-New York,Inactive,2020-03-07,69239.7,bob.smith@example.com,-7295963903,Excellent,0,Cloud Tech,New York,6.32,4
EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,-907426087,Average,1,Sales,Nevada,3.43,2
EMP1381,Eva,Miller,30.0,HR-Illinois,Active,2024-04-05,100328.62,eva.miller@example.com,-501716444,Average,1,HR,Illinois,2.25,2
EMP1382,Grace,Brown,25.0,DevOps-Nevada,Active,2021-09-01,111236.69,grace.brown@example.com,-5618579063,Excellent,1,DevOps,Nevada,4.84,4
EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,2024-05-07,106832.22,eva.jones@example.com,-7715910299,Good,1,Cloud Tech,Florida,2.16,3
EMP1384,Frank,Jones,30.0,DevOps-Florida,Active,2023-06-15,59746.45,frank.jones@example.com,-2156321357,Good,1,DevOps,Florida,3.05,3
EMP1385,David,Garcia,25.0,Sales-California,Pending,2021-07-29,91780.04,david.garcia@example.com,-40104144,Poor,1,Sales,California,4.93,1
EMP1386,Eva,Williams,35.0,Sales-California,Pending,2023-10-23,107062.66,eva.williams@example.com,-9642297124,Good,1,Sales,California,2.7,3
EMP1387,Grace,Davis,25.0,HR-Nevada,Active,2023-12-07,110625.52,grace.davis@example.com,-2967188396,Excellent,1,HR,Nevada,2.57,4
EMP1388,Frank,Smith,30.0,DevOps-Florida,Inactive,2020-10-18,90419.79,frank.smith@example.com,-7457314414,Average,1,DevOps,Florida,5.71,2
EMP1389,Grace,Smith,40.0,Finance-Texas,Pending,2024-06-15,111608.76,grace.smith@example.com,-8331170302,Good,1,Finance,Texas,2.05,3
EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,2023-04-06,50173.12,eva.williams@example.com,-7637153987,Poor,0,Finance,Florida,3.24,1
EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,2022-01-03,109507.44,bob.williams@example.com,-5472812355,Good,0,DevOps,Nevada,4.5,3
EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,2021-07-03,72600.56,grace.garcia@example.com,-7983631461,Excellent,0,Finance,New York,5.0,4
EMP1393,Charlie,Garcia,30.0,Finance-California,Pending,2024-04-10,53388.65,charlie.garcia@example.com,-4912711306,Poor,1,Finance,California,2.23,1
EMP1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,2022-07-23,50047.32,heidi.williams@example.com,-2407875417,Good,0,Cloud Tech,New York,3.95,3
EMP1395,David,Brown,30.0,DevOps-California,Active,2024-11-25,115290.79,david.brown@example.com,-1563268684,Poor,0,DevOps,California,1.6,1
EMP1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,2023-08-21,61586.76,frank.garcia@example.com,-745106633,Excellent,0,Cloud Tech,California,2.87,4
EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,2023-12-12,56662.86,eva.miller@example.com,-3629489785,Average,1,Finance,Nevada,2.56,2
EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,2022-09-05,54957.98,frank.smith@example.com,-3181439665,Excellent,1,Finance,Nevada,3.83,4
EMP1400,Bob,Garcia,25.0,HR-California,Inactive,2020-10-07,76790.47,bob.garcia@example.com,-1347323548,Excellent,1,HR,California,5.74,4
EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,2020-01-18,92722.35,charlie.brown@example.com,-4012897431,Excellent,0,Cloud Tech,Illinois,6.46,4
EMP1402,Frank,Williams,30.0,DevOps-Nevada,Active,2022-04-23,93125.32,frank.williams@example.com,-5122572075,Average,0,DevOps,Nevada,4.2,2
EMP1403,David,Smith,25.0,Cloud Tech-New York,Active,2023-04-22,101100.64,david.smith@example.com,-5024120956,Average,0,Cloud Tech,New York,3.2,2
EMP1404,Grace,Garcia,35.0,Admin-New York,Inactive,2023-08-13,55897.41,grace.garcia@example.com,-9073710093,Poor,0,Admin,New York,2.89,1
EMP1405,Eva,Brown,25.0,DevOps-California,Active,2022-11-26,92484.88,eva.brown@example.com,-3882211456,Good,1,DevOps,California,3.6,3
EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,2022-10-10,77011.99,grace.miller@example.com,-7584745704,Average,1,DevOps,Texas,3.73,2
EMP1407,Bob,Garcia,30.0,Cloud Tech-California,Inactive,2020-09-27,77078.68,bob.garcia@example.com,-4589714801,Average,1,Cloud Tech,California,5.77,2
EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,2024-04-11,82971.02,grace.brown@example.com,-6325703964,Good,0,Sales,Nevada,2.23,3
EMP1409,Bob,Miller,25.0,Sales-Texas,Active,2021-06-20,65102.01,bob.miller@example.com,-3136148781,Average,1,Sales,Texas,5.04,2
EMP1410,Grace,Williams,30.0,HR-Nevada,Pending,2022-10-23,103697.7,grace.williams@example.com,-4556964429,Excellent,1,HR,Nevada,3.7,4
EMP1411,Grace,Garcia,25.0,DevOps-Illinois,Pending,2023-06-15,60687.63,grace.garcia@example.com,-9859167953,Excellent,0,DevOps,Illinois,3.05,4
EMP1412,Bob,Miller,30.0,Admin-New York,Pending,2021-10-31,77351.21,bob.miller@example.com,-1072728497,Good,0,Admin,New York,4.67,3
EMP1413,Bob,Smith,35.0,DevOps-Florida,Pending,2024-09-29,66704.62,bob.smith@example.com,-2474140702,Poor,1,DevOps,Florida,1.76,1
EMP1414,Grace,Williams,25.0,Finance-Illinois,Pending,2020-04-22,71650.3,grace.williams@example.com,-4910740649,Poor,1,Finance,Illinois,6.2,1
EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,2023-12-07,50794.54,charlie.smith@example.com,-425488213,Good,1,Cloud Tech,Nevada,2.57,3
EMP1416,Frank,Jones,30.0,Sales-Nevada,Inactive,2020-12-07,76030.86,frank.jones@example.com,-2369143074,Good,1,Sales,Nevada,5.57,3
EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,2021-07-11,86669.79,eva.johnson@example.com,-3666144941,Excellent,1,Cloud Tech,California,4.98,4
EMP1418,Bob,Garcia,40.0,Finance-Illinois,Inactive,2020-04-23,84972.7,bob.garcia@example.com,-9659234267,Poor,1,Finance,Illinois,6.2,1
EMP1419,Frank,Miller,30.0,HR-Texas,Pending,2023-10-12,100594.49,frank.miller@example.com,-3441497825,Average,0,HR,Texas,2.73,2
EMP1420,Alice,Johnson,25.0,Cloud Tech-New York,Active,2022-08-24,75478.35,alice.johnson@example.com,-6128758574,Excellent,0,Cloud Tech,New York,3.86,4
EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,2023-09-04,79355.85,charlie.johnson@example.com,-6766708060,Good,0,Sales,Nevada,2.83,3
EMP1422,Grace,Miller,35.0,HR-Texas,Pending,2022-02-02,58358.07,grace.miller@example.com,-2943985297,Poor,1,HR,Texas,4.42,1
EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,2022-04-01,54824.85,alice.williams@example.com,-9406260786,Average,0,Admin,Illinois,4.26,2
EMP1424,Eva,Garcia,35.0,HR-Texas,Pending,2022-07-24,50557.84,eva.garcia@example.com,-104159148,Average,1,HR,Texas,3.95,2
EMP1425,Eva,Jones,30.0,Admin-Florida,Inactive,2023-04-26,118030.04,eva.jones@example.com,-7501980381,Excellent,1,Admin,Florida,3.19,4
EMP1426,David,Smith,30.0,Admin-New York,Active,2022-04-19,51673.72,david.smith@example.com,-8723244078,Poor,0,Admin,New York,4.21,1
EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,2024-10-04,101665.79,alice.brown@example.com,-3110291812,Poor,1,Cloud Tech,Nevada,1.75,1
EMP1428,David,Smith,30.0,Admin-Florida,Inactive,2020-05-02,118079.15,david.smith@example.com,-3170876013,Good,1,Admin,Florida,6.17,3
EMP1429,Eva,Brown,25.0,Cloud Tech-New York,Pending,2022-04-25,99059.28,eva.brown@example.com,-6723849790,Poor,0,Cloud Tech,New York,4.19,1
EMP1430,Bob,Smith,30.0,Cloud Tech-Illinois,Active,2023-07-29,107397.4,bob.smith@example.com,-6202232882,Poor,0,Cloud Tech,Illinois,2.93,1
EMP1431,Alice,Miller,40.0,DevOps-New York,Active,2021-08-20,68269.37,alice.miller@example.com,-7744197545,Excellent,0,DevOps,New York,4.87,4
EMP1432,Grace,Jones,35.0,HR-Florida,Inactive,2021-04-23,55228.12,grace.jones@example.com,-6176620470,Poor,1,HR,Florida,5.2,1
EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,2022-08-12,71982.33,bob.garcia@example.com,-9609409704,Average,0,Cloud Tech,New York,3.89,2
EMP1434,Frank,Brown,30.0,Finance-California,Inactive,2021-06-26,109673.75,frank.brown@example.com,-2774025882,Excellent,0,Finance,California,5.02,4
EMP1435,Eva,Garcia,30.0,Cloud Tech-New York,Inactive,2020-10-30,56384.9,eva.garcia@example.com,-5868122594,Excellent,1,Cloud Tech,New York,5.68,4
EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,2021-09-04,68211.68,frank.garcia@example.com,-7244617678,Good,0,Sales,Texas,4.83,3
EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,2023-01-31,67489.68,alice.garcia@example.com,-2988425994,Poor,0,Finance,Illinois,3.42,1
EMP1438,Charlie,Davis,25.0,Cloud Tech-Texas,Active,2020-09-24,63869.31,charlie.davis@example.com,-9961002310,Good,0,Cloud Tech,Texas,5.77,3
EMP1439,Bob,Williams,30.0,Sales-California,Active,2020-02-14,119801.3,bob.williams@example.com,-7753312660,Average,1,Sales,California,6.38,2
EMP1440,Heidi,Smith,30.0,Cloud Tech-California,Active,2020-03-28,115959.65,heidi.smith@example.com,-941017589,Excellent,1,Cloud Tech,California,6.27,4
EMP1441,Grace,Garcia,40.0,Finance-Texas,Inactive,2023-10-31,79866.48,grace.garcia@example.com,-2517629832,Excellent,1,Finance,Texas,2.67,4
EMP1442,Charlie,Smith,35.0,HR-Florida,Active,2020-03-11,92987.46,charlie.smith@example.com,-4774332682,Excellent,1,HR,Florida,6.31,4
EMP1443,Eva,Garcia,40.0,Finance-Illinois,Inactive,2020-05-04,56140.51,eva.garcia@example.com,-1901302055,Average,0,Finance,Illinois,6.17,2
EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,2023-07-15,119586.11,grace.brown@example.com,-9815287338,Average,1,DevOps,Illinois,2.97,2
EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,2023-01-20,104700.46,alice.williams@example.com,-7855982175,Good,1,DevOps,California,3.45,3
EMP1446,Frank,Williams,40.0,HR-New York,Active,2021-10-15,91798.14,frank.williams@example.com,-6191284116,Good,0,HR,New York,4.72,3
EMP1447,Eva,Miller,25.0,Finance-Illinois,Inactive,2024-04-19,90879.22,eva.miller@example.com,-3098503445,Good,0,Finance,Illinois,2.21,3
EMP1448,Charlie,Davis,25.0,Admin-Nevada,Active,2021-06-29,87358.27,charlie.davis@example.com,-5124189388,Poor,0,Admin,Nevada,5.01,1
EMP1449,Alice,Miller,30.0,Sales-Florida,Inactive,2024-09-14,119407.93,alice.miller@example.com,-8469081973,Excellent,1,Sales,Florida,1.8,4
EMP1450,David,Miller,30.0,HR-Nevada,Pending,2022-01-04,113978.6,david.miller@example.com,-56435022,Excellent,1,HR,Nevada,4.5,4
EMP1451,Frank,Miller,30.0,Sales-New York,Pending,2021-01-20,108568.78,frank.miller@example.com,-8503719904,Good,1,Sales,New York,5.45,3
EMP1452,Heidi,Miller,30.0,HR-New York,Inactive,2020-03-18,56318.02,heidi.miller@example.com,-1699187239,Excellent,0,HR,New York,6.29,4
EMP1453,David,Miller,25.0,Sales-Florida,Active,2021-11-10,114252.73,david.miller@example.com,-1078356742,Good,0,Sales,Florida,4.65,3
EMP1454,Charlie,Jones,35.0,DevOps-New York,Inactive,2020-05-01,51533.9,charlie.jones@example.com,-3896086,Poor,1,DevOps,New York,6.17,1
EMP1455,Charlie,Williams,25.0,Sales-California,Active,2022-02-04,99317.66,charlie.williams@example.com,-662668216,Poor,0,Sales,California,4.41,1
EMP1456,Bob,Miller,35.0,HR-California,Active,2020-11-18,101264.64,bob.miller@example.com,-1955356032,Average,0,HR,California,5.62,2
EMP1457,Heidi,Garcia,35.0,Admin-Nevada,Pending,2023-11-21,112272.02,heidi.garcia@example.com,-1903689002,Poor,0,Admin,Nevada,2.62,1
EMP1458,Frank,Williams,30.0,DevOps-Illinois,Active,2022-02-13,71477.63,frank.williams@example.com,-102724054,Good,1,DevOps,Illinois,4.39,3
EMP1459,Charlie,Williams,30.0,DevOps-Texas,Pending,2023-03-19,77412.1,charlie.williams@example.com,-9342967110,Poor,0,DevOps,Texas,3.29,1
EMP1460,Alice,Johnson,30.0,Sales-California,Pending,2021-03-28,94775.27,alice.johnson@example.com,-4837537457,Average,0,Sales,California,5.27,2
EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,2021-05-02,74276.71,heidi.jones@example.com,-4384588104,Excellent,1,HR,Nevada,5.17,4
EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,2021-03-05,67467.86,bob.miller@example.com,-6974132833,Good,1,Finance,Texas,5.33,3
EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,2022-03-01,80675.41,eva.smith@example.com,-8315203770,Excellent,0,DevOps,Texas,4.34,4
EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,2023-01-23,76274.33,charlie.brown@example.com,-704496409,Average,0,Finance,Florida,3.44,2
EMP1465,David,Davis,30.0,Finance-Texas,Active,2021-08-26,51405.46,david.davis@example.com,-4967066702,Average,1,Finance,Texas,4.85,2
EMP1466,Bob,Garcia,25.0,HR-New York,Inactive,2020-11-25,101238.96,bob.garcia@example.com,-3626804084,Average,1,HR,New York,5.6,2
EMP1467,Bob,Smith,35.0,Sales-Illinois,Inactive,2023-12-13,52169.52,bob.smith@example.com,-954930595,Excellent,0,Sales,Illinois,2.56,4
EMP1468,Charlie,Jones,30.0,Finance-New York,Active,2020-07-26,73176.62,charlie.jones@example.com,-6018648768,Excellent,0,Finance,New York,5.94,4
EMP1469,Grace,Brown,30.0,DevOps-Nevada,Pending,2021-06-27,96241.85,grace.brown@example.com,-9842673203,Excellent,0,DevOps,Nevada,5.02,4
EMP1470,Bob,Jones,25.0,Finance-Illinois,Pending,2024-09-16,84366.38,bob.jones@example.com,-4138459608,Excellent,0,Finance,Illinois,1.8,4
EMP1471,Alice,Garcia,40.0,Cloud Tech-California,Pending,2023-07-04,92015.09,alice.garcia@example.com,-4544901494,Average,1,Cloud Tech,California,3.0,2
EMP1472,Alice,Williams,30.0,Admin-Nevada,Inactive,2020-06-16,83149.95,alice.williams@example.com,-4277070704,Average,0,Admin,Nevada,6.05,2
EMP1473,Grace,Brown,40.0,Finance-Nevada,Inactive,2020-07-05,94930.65,grace.brown@example.com,-7836091497,Good,0,Finance,Nevada,6.0,3
EMP1474,Frank,Williams,40.0,HR-New York,Inactive,2020-04-01,68430.72,frank.williams@example.com,-5172444722,Good,1,HR,New York,6.26,3
EMP1475,David,Garcia,35.0,Sales-Texas,Active,2024-03-20,98752.97,david.garcia@example.com,-2290310286,Excellent,0,Sales,Texas,2.29,4
EMP1476,Frank,Smith,30.0,Finance-Illinois,Active,2023-02-07,54268.86,frank.smith@example.com,-9508304404,Poor,1,Finance,Illinois,3.4,1
EMP1477,Grace,Garcia,30.0,DevOps-Florida,Pending,2024-12-10,66494.94,grace.garcia@example.com,-8093511870,Poor,0,DevOps,Florida,1.56,1
EMP1478,Grace,Smith,25.0,Sales-Illinois,Pending,2024-06-27,90003.98,grace.smith@example.com,-8133595615,Average,0,Sales,Illinois,2.02,2
EMP1479,Charlie,Brown,25.0,Finance-New York,Active,2021-03-09,106592.25,charlie.brown@example.com,-4205955656,Average,1,Finance,New York,5.32,2
EMP1480,Grace,Brown,25.0,DevOps-Florida,Active,2024-08-11,93905.83,grace.brown@example.com,-4902504289,Average,1,DevOps,Florida,1.89,2
EMP1481,Eva,Miller,35.0,DevOps-Texas,Active,2022-03-05,88945.49,eva.miller@example.com,-1935889535,Good,0,DevOps,Texas,4.33,3
EMP1482,Eva,Jones,30.0,Finance-Texas,Pending,2023-06-30,91130.33,eva.jones@example.com,-9026113988,Good,0,Finance,Texas,3.01,3
EMP1483,Bob,Miller,40.0,Admin-New York,Pending,2023-04-19,90787.4,bob.miller@example.com,-8681809787,Average,0,Admin,New York,3.21,2
EMP1484,Bob,Jones,25.0,Sales-Texas,Inactive,2024-11-11,87494.34,bob.jones@example.com,-7543943534,Average,1,Sales,Texas,1.64,2
EMP1485,Grace,Miller,35.0,Finance-Nevada,Inactive,2023-03-17,92627.35,grace.miller@example.com,-3751376514,Average,0,Finance,Nevada,3.3,2
EMP1486,Eva,Williams,40.0,Admin-Illinois,Pending,2023-10-26,98556.29,eva.williams@example.com,-8815793762,Poor,1,Admin,Illinois,2.69,1
EMP1487,Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,2021-07-04,112792.2,frank.brown@example.com,-9283692943,Good,1,Cloud Tech,Nevada,5.0,3
EMP1488,Eva,Smith,35.0,HR-Florida,Pending,2023-11-03,56875.22,eva.smith@example.com,-5511668296,Poor,0,HR,Florida,2.67,1
EMP1489,Charlie,Jones,35.0,DevOps-Florida,Inactive,2021-07-05,101015.96,charlie.jones@example.com,-3270216486,Poor,1,DevOps,Florida,5.0,1
EMP1490,Bob,Garcia,30.0,Finance-New York,Inactive,2024-02-26,83912.22,bob.garcia@example.com,-1206021287,Average,0,Finance,New York,2.35,2
EMP1491,Frank,Jones,25.0,Sales-New York,Active,2021-09-29,99669.86,frank.jones@example.com,-6652683414,Average,0,Sales,New York,4.76,2
EMP1492,Alice,Smith,30.0,Admin-New York,Active,2021-05-25,52314.97,alice.smith@example.com,-5999101575,Excellent,0,Admin,New York,5.11,4
EMP1493,Frank,Miller,30.0,HR-California,Inactive,2022-10-31,77785.96,frank.miller@example.com,-7647229811,Excellent,0,HR,California,3.67,4
EMP1494,Alice,Jones,30.0,HR-Florida,Pending,2022-07-02,62430.86,alice.jones@example.com,-995765727,Poor,0,HR,Florida,4.01,1
EMP1495,Frank,Davis,35.0,Admin-California,Pending,2024-08-28,98219.54,frank.davis@example.com,-9413475097,Good,1,Admin,California,1.85,3
EMP1496,Grace,Williams,25.0,Admin-Illinois,Active,2024-10-21,65494.58,grace.williams@example.com,-8986456521,Average,1,Admin,Illinois,1.7,2
EMP1497,David,Brown,35.0,DevOps-Florida,Pending,2020-02-11,110524.1,david.brown@example.com,-368499514,Average,0,DevOps,Florida,6.39,2
EMP1498,Alice,Smith,40.0,Admin-Nevada,Active,2023-05-16,106060.54,alice.smith@example.com,-4214477323,Poor,0,Admin,Nevada,3.13,1
EMP1499,Eva,Brown,35.0,Finance-Florida,Inactive,2022-07-29,67639.91,eva.brown@example.com,-4913421387,Excellent,1,Finance,Florida,3.93,4
EMP1500,Grace,Davis,30.0,Cloud Tech-Texas,Pending,2023-09-18,117653.98,grace.davis@example.com,-2090883069,Good,1,Cloud Tech,Texas,2.79,3
EMP1501,Eva,Jones,35.0,DevOps-Texas,Inactive,2020-05-10,73539.86,eva.jones@example.com,-5349678273,Excellent,1,DevOps,Texas,6.15,4
EMP1502,Frank,Jones,35.0,HR-Nevada,Pending,2023-08-27,70915.38,frank.jones@example.com,-1176741240,Excellent,1,HR,Nevada,2.85,4
EMP1503,David,Garcia,25.0,Sales-Florida,Pending,2021-10-16,97652.9,david.garcia@example.com,-5131528546,Excellent,0,Sales,Florida,4.71,4
EMP1504,Heidi,Davis,35.0,HR-Florida,Inactive,2022-03-06,101571.25,heidi.davis@example.com,-8150618537,Excellent,0,HR,Florida,4.33,4
EMP1505,David,Smith,35.0,DevOps-Nevada,Active,2023-11-06,87424.46,david.smith@example.com,-32963346,Average,1,DevOps,Nevada,2.66,2
EMP1506,Frank,Garcia,30.0,HR-New York,Pending,2024-11-30,89077.36,frank.garcia@example.com,-2727423182,Average,0,HR,New York,1.59,2
EMP1507,Heidi,Williams,30.0,DevOps-California,Pending,2024-07-13,89132.22,heidi.williams@example.com,-617893205,Excellent,1,DevOps,California,1.97,4
EMP1508,Frank,Garcia,25.0,Admin-California,Active,2024-03-04,111000.26,frank.garcia@example.com,-4969357823,Good,0,Admin,California,2.33,3
EMP1509,Frank,Johnson,35.0,HR-Illinois,Inactive,2022-08-07,109584.97,frank.johnson@example.com,-3477695873,Poor,1,HR,Illinois,3.91,1
EMP1510,Bob,Smith,40.0,Admin-Illinois,Active,2024-11-11,97648.84,bob.smith@example.com,-1314675360,Good,0,Admin,Illinois,1.64,3
EMP1511,Grace,Johnson,25.0,Admin-New York,Active,2021-12-02,78643.43,grace.johnson@example.com,-2751562778,Good,1,Admin,New York,4.59,3
EMP1512,Heidi,Davis,30.0,HR-Nevada,Active,2024-05-14,55656.8,heidi.davis@example.com,-6304483607,Good,1,HR,Nevada,2.14,3
EMP1513,Charlie,Miller,35.0,DevOps-Texas,Active,2022-07-14,69146.95,charlie.miller@example.com,-5456676639,Excellent,0,DevOps,Texas,3.97,4
EMP1514,Charlie,Johnson,30.0,Admin-Florida,Active,2020-09-22,93013.58,charlie.johnson@example.com,-4735047638,Average,1,Admin,Florida,5.78,2
EMP1515,Grace,Williams,40.0,Finance-Florida,Active,2020-03-18,87364.78,grace.williams@example.com,-2831995297,Good,0,Finance,Florida,6.29,3
EMP1516,Alice,Garcia,35.0,Sales-New York,Active,2023-10-17,50288.67,alice.garcia@example.com,-61558107,Excellent,0,Sales,New York,2.71,4
EMP1517,David,Miller,35.0,HR-New York,Active,2022-02-24,85233.55,david.miller@example.com,-3583286341,Good,1,HR,New York,4.36,3
EMP1518,Bob,Garcia,25.0,HR-California,Inactive,2024-01-30,86420.19,bob.garcia@example.com,-5563830007,Good,0,HR,California,2.43,3
EMP1519,Grace,Johnson,30.0,HR-Florida,Inactive,2024-03-16,63189.82,grace.johnson@example.com,-1867024402,Excellent,0,HR,Florida,2.3,4
EMP1520,Grace,Garcia,25.0,Admin-New York,Pending,2020-09-25,64783.32,grace.garcia@example.com,-3041662410,Average,0,Admin,New York,5.77,2
EMP1521,Charlie,Davis,25.0,HR-Nevada,Pending,2024-06-10,52615.44,charlie.davis@example.com,-1860089218,Average,0,HR,Nevada,2.06,2
EMP1522,Eva,Miller,30.0,Sales-Texas,Pending,2020-04-08,96337.89,eva.miller@example.com,-6394568043,Poor,0,Sales,Texas,6.24,1
EMP1523,Alice,Davis,25.0,DevOps-Texas,Inactive,2022-06-28,76617.76,alice.davis@example.com,-7314976460,Excellent,1,DevOps,Texas,4.02,4
EMP1524,Heidi,Johnson,30.0,Admin-Nevada,Pending,2023-07-14,50651.32,heidi.johnson@example.com,-3684748835,Poor,0,Admin,Nevada,2.97,1
EMP1525,Bob,Davis,30.0,HR-Illinois,Pending,2023-12-06,59601.45,bob.davis@example.com,-765817389,Poor,0,HR,Illinois,2.58,1
EMP1526,Bob,Williams,30.0,DevOps-Illinois,Active,2021-08-01,57980.88,bob.williams@example.com,-6375791451,Poor,0,DevOps,Illinois,4.92,1
EMP1527,David,Johnson,30.0,Admin-California,Pending,2021-02-17,75054.53,david.johnson@example.com,-1182379311,Average,0,Admin,California,5.37,2
EMP1528,Charlie,Johnson,25.0,Sales-Florida,Active,2023-11-10,115318.7,charlie.johnson@example.com,-6978930745,Excellent,0,Sales,Florida,2.65,4
EMP1529,Alice,Johnson,25.0,DevOps-Texas,Active,2024-09-06,90190.69,alice.johnson@example.com,-4520599603,Poor,1,DevOps,Texas,1.82,1
EMP1530,Bob,Smith,30.0,Cloud Tech-Nevada,Pending,2020-07-26,113334.56,bob.smith@example.com,-3878753576,Excellent,0,Cloud Tech,Nevada,5.94,4
